Invoice ID,City,Gender,Product line,Unit price,Quantity,Total,Date,Payment,gross income,Rating
801-88-0346,Naypyitaw,Female,Fashion accessories,76.06,3,239.589,1/5/2019,Credit card,11.409,9.8
388-76-2555,Mandalay,Male,Sports and travel,13.69,6,86.247,2/13/2019,Cash,4.107,6.3
711-31-1234,Mandalay,Female,Electronic accessories,95.64,4,401.688,3/16/2019,Cash,19.128,7.9
886-54-6089,Yangon,Female,Home and lifestyle,11.43,6,72.009,1/15/2019,Cash,3.429,7.7
707-32-7409,Mandalay,Female,Sports and travel,95.54,4,401.268,2/26/2019,Ewallet,19.108,4.5
759-98-4285,Naypyitaw,Female,Health and beauty,85.87,7,631.1445,2/27/2019,Credit card,30.0545,8.0
201-63-8275,Naypyitaw,Female,Sports and travel,67.99,7,499.7265,2/17/2019,Ewallet,23.7965,5.7
471-06-8611,Naypyitaw,Female,Food and beverages,52.42,1,55.041,2/6/2019,Credit card,2.621,6.3
200-16-5952,Naypyitaw,Male,Food and beverages,65.65,2,137.865,1/17/2019,Cash,6.565,6.0
120-54-2248,Mandalay,Female,Food and beverages,28.86,5,151.515,1/22/2019,Credit card,7.215,8.0
102-77-2261,Naypyitaw,Male,Health and beauty,65.31,7,480.0285,3/5/2019,Credit card,22.8585,4.2
875-31-8302,Mandalay,Male,Sports and travel,93.38,1,98.049,1/3/2019,Cash,4.669,9.6
102-06-2002,Naypyitaw,Male,Sports and travel,25.25,5,132.5625,3/20/2019,Cash,6.3125,6.1
457-94-0464,Mandalay,Male,Electronic accessories,87.87,9,830.3715,1/31/2019,Ewallet,39.5415,5.6
629-42-4133,Naypyitaw,Male,Health and beauty,21.8,8,183.12,2/19/2019,Cash,8.72,8.3
534-53-3526,Yangon,Female,Sports and travel,94.76,4,397.992,2/11/2019,Ewallet,18.952,7.8
307-04-2070,Yangon,Female,Fashion accessories,30.62,1,32.151,2/5/2019,Credit card,1.531,4.1
468-99-7231,Naypyitaw,Female,Home and lifestyle,44.01,8,369.684,3/3/2019,Cash,17.604,8.8
516-77-6464,Naypyitaw,Female,Health and beauty,10.16,5,53.34,2/24/2019,Ewallet,2.54,4.1
404-91-5964,Yangon,Male,Electronic accessories,74.58,7,548.163,2/4/2019,Credit card,26.103,9.0
886-77-9084,Naypyitaw,Male,Electronic accessories,71.89,8,603.876,2/19/2019,Ewallet,28.756,5.5
790-38-4466,Naypyitaw,Female,Health and beauty,10.99,5,57.6975,1/23/2019,Credit card,2.7475,9.3
704-10-4056,Naypyitaw,Male,Health and beauty,60.47,3,190.4805,1/14/2019,Credit card,9.0705,5.6
497-37-6538,Yangon,Male,Sports and travel,58.91,7,432.9885,1/17/2019,Ewallet,20.6185,9.7
651-96-5970,Yangon,Male,Fashion accessories,46.41,1,48.7305,3/3/2019,Credit card,2.3205,4.0
400-80-4065,Naypyitaw,Male,Health and beauty,68.55,4,287.91,2/15/2019,Credit card,13.71,9.2
744-16-7898,Mandalay,Female,Home and lifestyle,97.37,10,1022.385,1/15/2019,Credit card,48.685,4.9
263-12-5321,Yangon,Male,Electronic accessories,92.6,7,680.61,2/27/2019,Credit card,32.41,9.3
702-72-0487,Yangon,Female,Electronic accessories,46.61,2,97.881,2/26/2019,Credit card,4.661,6.6
605-83-1050,Mandalay,Male,Fashion accessories,27.18,2,57.078,3/15/2019,Ewallet,2.718,4.3
443-60-9639,Naypyitaw,Female,Home and lifestyle,60.87,1,63.9135,1/24/2019,Cash,3.0435,5.5
864-24-7918,Yangon,Female,Sports and travel,24.49,10,257.145,2/22/2019,Cash,12.245,8.1
359-94-5395,Mandalay,Male,Health and beauty,92.78,1,97.419,3/15/2019,Credit card,4.639,9.8
401-09-4232,Naypyitaw,Male,Home and lifestyle,86.69,5,455.1225,2/11/2019,Ewallet,21.6725,9.4
751-15-6198,Mandalay,Male,Sports and travel,23.01,6,144.963,1/12/2019,Ewallet,6.903,7.9
324-41-6833,Naypyitaw,Female,Electronic accessories,30.2,8,253.68,3/3/2019,Ewallet,12.08,5.1
474-33-8305,Naypyitaw,Male,Fashion accessories,67.39,7,495.3165,3/23/2019,Ewallet,23.5865,6.9
759-29-9521,Yangon,Female,Fashion accessories,48.96,9,462.672,3/4/2019,Cash,22.032,8.0
831-81-6575,Mandalay,Female,Electronic accessories,75.59,9,714.3255,2/23/2019,Cash,34.0155,8.0
220-68-6701,Yangon,Female,Home and lifestyle,77.47,4,325.374,3/17/2019,Cash,15.494,4.2
618-34-8551,Yangon,Female,Sports and travel,93.18,2,195.678,1/16/2019,Credit card,9.318,8.5
257-60-7754,Yangon,Female,Electronic accessories,50.23,4,210.966,1/8/2019,Cash,10.046,9.0
559-61-5987,Mandalay,Female,Health and beauty,17.75,1,18.6375,1/14/2019,Cash,0.8875,8.6
189-55-2313,Naypyitaw,Female,Fashion accessories,62.18,10,652.89,1/31/2019,Ewallet,31.09,6.0
565-91-4567,Mandalay,Male,Health and beauty,10.75,8,90.3,3/15/2019,Ewallet,4.3,6.2
380-60-5336,Yangon,Female,Electronic accessories,40.26,10,422.73,2/24/2019,Credit card,20.13,5.0
815-04-6282,Naypyitaw,Female,Sports and travel,64.97,5,341.0925,2/8/2019,Credit card,16.2425,6.5
674-56-6360,Yangon,Male,Electronic accessories,95.15,1,99.9075,3/22/2019,Cash,4.7575,6.0
778-34-2523,Yangon,Female,Electronic accessories,48.62,8,408.408,1/24/2019,Cash,19.448,5.0
499-27-7781,Mandalay,Female,Food and beverages,53.21,8,446.964,3/14/2019,Ewallet,21.284,5.0
477-59-2456,Naypyitaw,Female,Fashion accessories,45.44,7,333.984,1/23/2019,Cash,15.904,9.2
832-51-6761,Yangon,Male,Food and beverages,33.88,8,284.592,1/19/2019,Ewallet,13.552,9.6
869-11-3082,Mandalay,Male,Health and beauty,96.16,4,403.872,1/27/2019,Credit card,19.232,8.4
190-59-3964,Mandalay,Male,Food and beverages,47.16,5,247.59,2/3/2019,Credit card,11.79,6.0
366-43-6862,Mandalay,Male,Electronic accessories,52.89,4,222.138,3/25/2019,Ewallet,10.578,6.7
186-43-8965,Yangon,Female,Home and lifestyle,47.68,2,100.128,2/24/2019,Credit card,4.768,4.1
784-21-9238,Naypyitaw,Male,Sports and travel,10.17,1,10.6785,2/7/2019,Cash,0.5085,5.9
276-75-6884,Yangon,Female,Health and beauty,68.71,3,216.4365,3/4/2019,Cash,10.3065,8.7
109-86-4363,Mandalay,Female,Sports and travel,60.08,7,441.588,2/14/2019,Credit card,21.028,4.5
569-76-2760,Yangon,Female,Sports and travel,22.01,4,92.442,1/29/2019,Credit card,4.402,6.6
222-42-0244,Mandalay,Female,Health and beauty,72.11,9,681.4395,1/28/2019,Credit card,32.4495,7.7
760-53-9233,Yangon,Male,Fashion accessories,41.28,3,130.032,3/26/2019,Credit card,6.192,8.5
538-22-0304,Naypyitaw,Male,Electronic accessories,64.95,10,681.975,3/24/2019,Cash,32.475,5.2
416-17-9926,Yangon,Female,Electronic accessories,74.22,10,779.31,1/1/2019,Credit card,37.11,4.3
237-44-6163,Yangon,Male,Electronic accessories,10.56,8,88.704,1/24/2019,Cash,4.224,7.6
636-17-0325,Mandalay,Male,Health and beauty,62.57,4,262.794,2/25/2019,Cash,12.514,9.5
343-75-9322,Mandalay,Female,Sports and travel,11.85,8,99.54,1/9/2019,Cash,4.74,4.1
528-14-9470,Yangon,Male,Health and beauty,91.3,1,95.865,2/14/2019,Ewallet,4.565,9.2
427-45-9297,Mandalay,Female,Home and lifestyle,40.73,7,299.3655,3/12/2019,Ewallet,14.2555,5.4
807-34-3742,Yangon,Male,Fashion accessories,52.38,1,54.999,3/26/2019,Cash,2.619,5.8
288-62-1085,Yangon,Male,Fashion accessories,38.54,5,202.335,1/9/2019,Ewallet,9.635,5.6
670-71-7306,Mandalay,Male,Sports and travel,44.63,6,281.169,1/2/2019,Credit card,13.389,5.1
660-29-7083,Naypyitaw,Male,Electronic accessories,55.87,10,586.635,1/15/2019,Cash,27.935,5.8
271-77-8740,Naypyitaw,Female,Sports and travel,29.22,6,184.086,1/1/2019,Ewallet,8.766,5.0
497-36-0989,Yangon,Male,Fashion accessories,51.94,3,163.611,2/15/2019,Cash,7.791,7.9
291-59-1384,Mandalay,Male,Electronic accessories,60.3,1,63.315,2/28/2019,Cash,3.015,6.0
860-73-6466,Yangon,Female,Sports and travel,39.47,2,82.887,3/2/2019,Credit card,3.947,5.0
549-23-9016,Naypyitaw,Female,Food and beverages,14.87,2,31.227,2/13/2019,Credit card,1.487,8.9
896-34-0956,Yangon,Male,Fashion accessories,21.32,1,22.386,1/26/2019,Cash,1.066,5.9
804-38-3935,Yangon,Male,Electronic accessories,93.78,3,295.407,1/30/2019,Credit card,14.067,5.9
585-90-0249,Yangon,Male,Electronic accessories,73.26,1,76.923,1/27/2019,Ewallet,3.663,9.7
862-29-5914,Naypyitaw,Female,Sports and travel,22.38,1,23.499,1/30/2019,Credit card,1.119,8.6
845-94-6841,Naypyitaw,Female,Food and beverages,72.88,9,688.716,1/8/2019,Cash,32.796,4.0
125-45-2293,Yangon,Female,Fashion accessories,99.1,6,624.33,1/19/2019,Cash,29.73,4.2
843-73-4724,Yangon,Male,Fashion accessories,74.1,1,77.805,1/25/2019,Cash,3.705,9.2
409-33-9708,Yangon,Female,Fashion accessories,98.48,2,206.808,2/19/2019,Ewallet,9.848,9.2
658-66-3967,Naypyitaw,Male,Health and beauty,53.19,7,390.9465,1/14/2019,Ewallet,18.6165,5.0
866-70-2814,Mandalay,Female,Electronic accessories,52.79,10,554.295,2/25/2019,Ewallet,26.395,10.0
160-22-2687,Yangon,Female,Health and beauty,95.95,5,503.7375,1/23/2019,Ewallet,23.9875,8.8
895-03-6665,Mandalay,Female,Fashion accessories,36.51,9,345.0195,2/16/2019,Cash,16.4295,4.2
770-42-8960,Mandalay,Male,Food and beverages,21.12,8,177.408,1/1/2019,Cash,8.448,6.3
748-45-2862,Yangon,Female,Home and lifestyle,28.31,4,118.902,3/7/2019,Cash,5.662,8.2
234-36-2483,Mandalay,Male,Health and beauty,57.59,6,362.817,2/15/2019,Cash,17.277,5.1
316-66-3011,Yangon,Female,Food and beverages,47.63,9,450.1035,1/23/2019,Cash,21.4335,5.0
848-95-6252,Naypyitaw,Female,Home and lifestyle,86.27,1,90.5835,2/20/2019,Ewallet,4.3135,7.0
840-76-5966,Yangon,Male,Sports and travel,12.76,2,26.796,1/8/2019,Ewallet,1.276,7.8
152-03-4217,Mandalay,Female,Home and lifestyle,11.28,9,106.596,3/17/2019,Credit card,5.076,4.3
533-66-5566,Mandalay,Female,Home and lifestyle,51.07,7,375.3645,1/12/2019,Cash,17.8745,7.0
124-31-1458,Yangon,Female,Electronic accessories,79.59,3,250.7085,1/8/2019,Cash,11.9385,6.6
176-78-1170,Naypyitaw,Male,Health and beauty,33.81,3,106.5015,1/26/2019,Ewallet,5.0715,7.3
361-59-0574,Mandalay,Male,Sports and travel,90.53,8,760.452,3/15/2019,Credit card,36.212,6.5
101-81-4070,Naypyitaw,Female,Health and beauty,62.82,2,131.922,1/17/2019,Ewallet,6.282,4.9
631-34-1880,Naypyitaw,Male,Food and beverages,24.31,3,76.5765,1/8/2019,Credit card,3.6465,4.3
852-82-2749,Yangon,Male,Sports and travel,64.59,4,271.278,1/6/2019,Ewallet,12.918,9.3
873-14-6353,Yangon,Male,Food and beverages,24.82,7,182.427,2/16/2019,Credit card,8.687,7.1
584-66-4073,Naypyitaw,Male,Fashion accessories,56.5,1,59.325,3/13/2019,Ewallet,2.825,9.6
544-55-9589,Mandalay,Female,Electronic accessories,21.43,10,225.015,1/28/2019,Cash,10.715,6.2
166-19-2553,Yangon,Male,Sports and travel,89.06,6,561.078,1/18/2019,Cash,26.718,9.9
737-88-5876,Yangon,Male,Home and lifestyle,23.29,4,97.818,3/19/2019,Credit card,4.658,5.9
154-87-7367,Naypyitaw,Male,Home and lifestyle,65.26,8,548.184,3/15/2019,Ewallet,26.104,6.3
885-56-0389,Naypyitaw,Male,Fashion accessories,52.35,1,54.9675,2/12/2019,Cash,2.6175,4.0
608-05-3804,Mandalay,Male,Electronic accessories,39.75,1,41.7375,2/25/2019,Cash,1.9875,6.1
448-61-3783,Yangon,Female,Electronic accessories,90.02,8,756.168,3/21/2019,Credit card,36.008,4.5
761-49-0439,Mandalay,Female,Electronic accessories,12.1,8,101.64,1/19/2019,Ewallet,4.84,8.6
490-95-0021,Mandalay,Female,Food and beverages,33.21,10,348.705,1/8/2019,Ewallet,16.605,6.0
115-38-7388,Naypyitaw,Female,Fashion accessories,10.18,8,85.512,3/30/2019,Credit card,4.072,9.5
311-13-6971,Mandalay,Male,Sports and travel,31.99,10,335.895,2/20/2019,Credit card,15.995,9.9
291-55-6563,Yangon,Female,Home and lifestyle,34.42,6,216.846,3/30/2019,Ewallet,10.326,7.5
548-48-3156,Yangon,Female,Food and beverages,83.34,2,175.014,3/19/2019,Cash,8.334,7.6
460-93-5834,Yangon,Male,Sports and travel,45.58,7,335.013,1/13/2019,Cash,15.953,5.0
325-89-4209,Yangon,Male,Food and beverages,87.9,1,92.295,2/5/2019,Ewallet,4.395,6.7
884-80-6021,Yangon,Female,Electronic accessories,73.47,10,771.435,3/23/2019,Ewallet,36.735,9.5
137-74-8729,Naypyitaw,Female,Fashion accessories,12.19,8,102.396,3/13/2019,Ewallet,4.876,6.8
880-46-5796,Yangon,Male,Sports and travel,76.92,10,807.66,3/17/2019,Ewallet,38.46,5.6
389-70-2397,Naypyitaw,Female,Health and beauty,83.66,5,439.215,2/21/2019,Cash,20.915,7.2
114-35-5271,Mandalay,Female,Electronic accessories,57.91,8,486.444,2/7/2019,Cash,23.164,8.1
607-76-6216,Naypyitaw,Female,Fashion accessories,92.49,5,485.5725,3/2/2019,Credit card,23.1225,8.6
715-20-1673,Mandalay,Male,Electronic accessories,28.38,5,148.995,3/6/2019,Cash,7.095,9.4
811-35-1094,Mandalay,Male,Electronic accessories,50.45,6,317.835,2/6/2019,Credit card,15.135,8.9
699-88-1972,Mandalay,Male,Health and beauty,99.16,8,832.944,1/28/2019,Credit card,39.664,4.2
781-84-8059,Naypyitaw,Male,Fashion accessories,60.74,7,446.439,1/18/2019,Ewallet,21.259,5.0
409-49-6995,Naypyitaw,Female,Food and beverages,47.27,6,297.801,2/5/2019,Cash,14.181,8.8
725-54-0677,Naypyitaw,Male,Health and beauty,85.6,7,629.16,3/2/2019,Cash,29.96,5.3
146-09-5432,Yangon,Male,Food and beverages,35.04,9,331.128,2/9/2019,Ewallet,15.768,4.6
377-79-7592,Naypyitaw,Female,Electronic accessories,44.84,9,423.738,1/14/2019,Credit card,20.178,7.5
509-10-0516,Mandalay,Male,Home and lifestyle,45.97,4,193.074,2/9/2019,Ewallet,9.194,5.1
595-94-9924,Yangon,Female,Health and beauty,27.73,5,145.5825,3/26/2019,Credit card,6.9325,4.2
865-41-9075,Yangon,Male,Food and beverages,11.53,7,84.7455,1/28/2019,Cash,4.0355,8.1
545-07-8534,Naypyitaw,Female,Health and beauty,58.32,2,122.472,2/14/2019,Ewallet,5.832,6.0
118-62-1812,Naypyitaw,Female,Home and lifestyle,78.38,4,329.196,3/24/2019,Cash,15.676,7.9
450-42-3339,Naypyitaw,Male,Health and beauty,84.61,10,888.405,2/9/2019,Credit card,42.305,8.8
851-98-3555,Mandalay,Female,Health and beauty,82.88,5,435.12,3/24/2019,Credit card,20.72,6.6
186-71-5196,Yangon,Female,Food and beverages,79.54,2,167.034,3/27/2019,Ewallet,7.954,6.2
624-01-8356,Mandalay,Female,Home and lifestyle,49.01,10,514.605,1/27/2019,Credit card,24.505,4.2
313-66-9943,Mandalay,Female,Food and beverages,29.15,3,91.8225,3/27/2019,Credit card,4.3725,7.3
151-27-8496,Naypyitaw,Female,Electronic accessories,56.13,4,235.746,1/19/2019,Ewallet,11.226,8.6
453-33-6436,Yangon,Female,Home and lifestyle,93.12,8,782.208,2/7/2019,Cash,37.248,6.8
522-57-8364,Yangon,Male,Fashion accessories,51.34,8,431.256,1/31/2019,Ewallet,20.536,7.6
459-45-2396,Yangon,Female,Food and beverages,99.6,3,313.74,2/25/2019,Cash,14.94,5.8
717-96-4189,Naypyitaw,Female,Electronic accessories,35.49,6,223.587,2/2/2019,Cash,10.647,4.1
722-13-2115,Naypyitaw,Male,Sports and travel,42.85,1,44.9925,3/14/2019,Credit card,2.1425,9.3
749-81-8133,Yangon,Female,Fashion accessories,94.67,4,397.614,3/11/2019,Cash,18.934,6.8
777-67-2495,Mandalay,Male,Home and lifestyle,68.97,3,217.2555,2/22/2019,Ewallet,10.3455,8.7
636-98-3364,Mandalay,Female,Electronic accessories,26.26,3,82.719,3/2/2019,Ewallet,3.939,6.3
246-55-6923,Naypyitaw,Female,Home and lifestyle,35.79,9,338.2155,3/10/2019,Credit card,16.1055,5.1
181-82-6255,Mandalay,Female,Home and lifestyle,16.37,6,103.131,2/8/2019,Cash,4.911,7.0
838-02-1821,Naypyitaw,Female,Home and lifestyle,12.73,2,26.733,2/22/2019,Credit card,1.273,5.2
887-42-0517,Naypyitaw,Female,Sports and travel,83.14,7,611.079,1/10/2019,Credit card,29.099,6.6
457-12-0244,Naypyitaw,Female,Sports and travel,35.22,6,221.886,3/14/2019,Ewallet,10.566,6.5
226-34-0034,Mandalay,Female,Electronic accessories,13.78,4,57.876,1/10/2019,Ewallet,2.756,9.0
321-49-7382,Mandalay,Male,Sports and travel,88.31,1,92.7255,2/15/2019,Credit card,4.4155,5.2
397-25-8725,Yangon,Female,Health and beauty,39.62,9,374.409,1/13/2019,Credit card,17.829,6.8
431-66-2305,Mandalay,Female,Electronic accessories,88.25,9,833.9625,2/15/2019,Credit card,39.7125,7.6
825-94-5922,Mandalay,Male,Sports and travel,25.31,2,53.151,3/2/2019,Ewallet,2.531,7.2
641-62-7288,Mandalay,Male,Home and lifestyle,99.92,6,629.496,3/24/2019,Ewallet,29.976,7.1
756-93-1854,Naypyitaw,Female,Fashion accessories,83.35,2,175.035,2/2/2019,Credit card,8.335,9.5
243-55-8457,Yangon,Female,Food and beverages,74.44,10,781.62,2/27/2019,Ewallet,37.22,5.1
458-10-8612,Naypyitaw,Male,Health and beauty,64.08,7,470.988,1/20/2019,Ewallet,22.428,7.6
501-61-1753,Mandalay,Female,Home and lifestyle,63.15,6,397.845,1/3/2019,Ewallet,18.945,9.8
235-06-8510,Naypyitaw,Male,Home and lifestyle,85.72,3,270.018,1/24/2019,Ewallet,12.858,5.1
433-08-7822,Naypyitaw,Female,Health and beauty,78.89,7,579.8415,1/5/2019,Ewallet,27.6115,7.5
361-85-2571,Yangon,Female,Sports and travel,89.48,5,469.77,3/30/2019,Cash,22.37,7.4
131-70-8179,Yangon,Female,Health and beauty,92.09,3,290.0835,2/17/2019,Cash,13.8135,4.2
500-02-2261,Naypyitaw,Female,Food and beverages,57.29,6,360.927,3/21/2019,Ewallet,17.187,5.9
720-72-2436,Yangon,Male,Food and beverages,66.52,4,279.384,3/2/2019,Ewallet,13.304,6.9
702-83-5291,Naypyitaw,Male,Fashion accessories,99.82,9,943.299,3/27/2019,Cash,44.919,6.6
809-69-9497,Yangon,Female,Home and lifestyle,45.68,10,479.64,1/19/2019,Ewallet,22.84,5.7
449-16-6770,Yangon,Male,Health and beauty,50.79,5,266.6475,2/19/2019,Credit card,12.6975,5.3
333-23-2632,Yangon,Male,Health and beauty,10.08,7,74.088,3/28/2019,Cash,3.528,4.2
489-82-1237,Yangon,Female,Electronic accessories,93.88,7,690.018,1/5/2019,Credit card,32.858,7.3
859-97-6048,Naypyitaw,Male,Electronic accessories,84.25,2,176.925,3/26/2019,Credit card,8.425,5.3
676-10-2200,Mandalay,Male,Fashion accessories,53.78,1,56.469,2/3/2019,Ewallet,2.689,4.7
373-88-1424,Naypyitaw,Male,Home and lifestyle,35.81,5,188.0025,2/6/2019,Ewallet,8.9525,7.9
365-16-4334,Mandalay,Female,Food and beverages,26.43,8,222.012,2/24/2019,Ewallet,10.572,8.9
503-21-4385,Mandalay,Male,Health and beauty,39.91,3,125.7165,2/21/2019,Ewallet,5.9865,9.3
305-89-2768,Mandalay,Female,Home and lifestyle,21.9,3,68.985,1/9/2019,Ewallet,3.285,4.7
574-80-1489,Mandalay,Female,Food and beverages,62.85,4,263.97,2/25/2019,Ewallet,12.57,8.7
784-08-0310,Naypyitaw,Female,Food and beverages,21.04,4,88.368,1/13/2019,Cash,4.208,7.6
200-40-6154,Mandalay,Male,Home and lifestyle,65.91,6,415.233,2/9/2019,Cash,19.773,5.7
846-10-0341,Yangon,Female,Fashion accessories,42.57,7,312.8895,1/6/2019,Cash,14.8995,6.8
577-34-7579,Naypyitaw,Male,Food and beverages,50.49,9,477.1305,1/10/2019,Cash,22.7205,5.4
430-02-3888,Mandalay,Male,Electronic accessories,46.02,6,289.926,2/7/2019,Cash,13.806,7.1
867-47-1948,Naypyitaw,Female,Home and lifestyle,15.8,10,165.9,1/9/2019,Cash,7.9,7.8
384-59-6655,Yangon,Female,Food and beverages,98.66,9,932.337,2/19/2019,Cash,44.397,8.4
256-58-3609,Naypyitaw,Male,Fashion accessories,91.98,1,96.579,3/18/2019,Cash,4.599,9.8
324-92-3863,Yangon,Male,Electronic accessories,20.89,2,43.869,2/5/2019,Cash,2.089,9.8
593-08-5916,Yangon,Female,Fashion accessories,15.5,1,16.275,3/19/2019,Credit card,0.775,7.4
364-34-2972,Naypyitaw,Male,Electronic accessories,96.82,3,304.983,3/30/2019,Cash,14.523,6.7
794-42-3736,Mandalay,Male,Food and beverages,33.33,2,69.993,1/26/2019,Credit card,3.333,6.4
172-42-8274,Mandalay,Female,Electronic accessories,38.27,2,80.367,3/2/2019,Credit card,3.827,5.8
558-60-5016,Yangon,Female,Home and lifestyle,33.3,9,314.685,3/4/2019,Ewallet,14.985,7.2
195-06-0432,Yangon,Male,Home and lifestyle,81.01,3,255.1815,1/13/2019,Credit card,12.1515,9.3
605-03-2706,Yangon,Female,Health and beauty,15.8,3,49.77,3/25/2019,Cash,2.37,9.5
214-30-2776,Mandalay,Female,Electronic accessories,34.49,5,181.0725,3/11/2019,Credit card,8.6225,9.0
746-04-1077,Mandalay,Female,Food and beverages,84.63,10,888.615,1/1/2019,Credit card,42.315,9.0
448-34-8700,Mandalay,Male,Home and lifestyle,36.91,7,271.2885,2/10/2019,Ewallet,12.9185,6.7
452-04-8808,Mandalay,Male,Electronic accessories,87.08,7,640.038,1/26/2019,Cash,30.478,5.5
531-56-4728,Yangon,Male,Home and lifestyle,80.08,3,252.252,2/11/2019,Cash,12.012,5.4
744-82-9138,Naypyitaw,Male,Fashion accessories,86.13,2,180.873,2/7/2019,Cash,8.613,8.2
883-69-1285,Mandalay,Male,Fashion accessories,49.92,2,104.832,3/6/2019,Credit card,4.992,7.0
221-25-5073,Yangon,Female,Food and beverages,74.66,4,313.572,3/4/2019,Cash,14.932,8.5
518-71-6847,Mandalay,Male,Food and beverages,26.6,6,167.58,2/26/2019,Ewallet,7.98,4.9
156-20-0370,Mandalay,Female,Electronic accessories,25.45,1,26.7225,3/10/2019,Credit card,1.2725,5.1
151-33-7434,Mandalay,Female,Food and beverages,67.77,1,71.1585,2/4/2019,Credit card,3.3885,6.5
728-47-9078,Naypyitaw,Male,Food and beverages,59.59,4,250.278,1/19/2019,Cash,11.918,9.8
809-46-1866,Yangon,Male,Health and beauty,58.15,4,244.23,1/23/2019,Cash,11.63,8.4
139-32-4183,Yangon,Female,Sports and travel,97.48,9,921.186,3/14/2019,Ewallet,43.866,7.4
148-41-7930,Naypyitaw,Male,Health and beauty,99.96,7,734.706,1/23/2019,Cash,34.986,6.1
189-40-5216,Naypyitaw,Male,Electronic accessories,96.37,7,708.3195,1/9/2019,Cash,33.7295,6.0
374-38-5555,Mandalay,Female,Fashion accessories,63.71,5,334.4775,2/7/2019,Ewallet,15.9275,8.5
764-44-8999,Mandalay,Female,Health and beauty,14.76,2,30.996,2/18/2019,Ewallet,1.476,4.3
552-44-5977,Mandalay,Male,Health and beauty,62.0,8,520.8,1/3/2019,Credit card,24.8,6.2
267-62-7380,Naypyitaw,Male,Electronic accessories,82.34,10,864.57,3/29/2019,Ewallet,41.17,4.3
430-53-4718,Mandalay,Male,Health and beauty,75.37,8,633.108,1/28/2019,Credit card,30.148,8.4
886-18-2897,Yangon,Female,Food and beverages,56.56,5,296.94,3/22/2019,Credit card,14.14,4.5
602-16-6955,Mandalay,Female,Sports and travel,76.6,10,804.3,1/24/2019,Ewallet,38.3,6.0
745-74-0715,Yangon,Male,Electronic accessories,58.03,2,121.863,3/10/2019,Ewallet,5.803,8.8
690-01-6631,Mandalay,Male,Fashion accessories,17.49,10,183.645,2/22/2019,Ewallet,8.745,6.6
652-49-6720,Naypyitaw,Female,Electronic accessories,60.95,1,63.9975,2/18/2019,Ewallet,3.0475,5.9
233-67-5758,Naypyitaw,Male,Health and beauty,40.35,1,42.3675,1/29/2019,Ewallet,2.0175,6.2
303-96-2227,Mandalay,Female,Home and lifestyle,97.38,10,1022.49,3/2/2019,Ewallet,48.69,4.4
727-02-1313,Yangon,Male,Food and beverages,31.84,1,33.432,2/9/2019,Cash,1.592,7.7
347-56-2442,Yangon,Male,Home and lifestyle,65.82,1,69.111,2/22/2019,Cash,3.291,4.1
849-09-3807,Yangon,Female,Fashion accessories,88.34,7,649.299,2/18/2019,Cash,30.919,6.6
